timestamp,metric,node,gpu,model_name,namespace,value
1788000240,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6167
1788000240,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.2
1788000240,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,40.8
1788000300,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,16
1788000300,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.143
1788000300,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5245
1788000300,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.2
1788000300,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.2
1788000360,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,35
1788000360,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.327
1788000360,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8854
1788000360,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,55.3
1788000360,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.3
1788000420,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42
1788000420,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.288
1788000420,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9002
1788000420,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,52.4
1788000420,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,48.1
1788000480,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,22
1788000480,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.177
1788000480,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5559
1788000480,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.0
1788000480,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.2
1788000540,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,29
1788000540,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.273
1788000540,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8024
1788000540,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,50.7
1788000540,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.5
1788000600,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,32
1788000600,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.304
1788000600,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8649
1788000600,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.3
1788000600,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.8
1788000660,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,28
1788000660,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.251
1788000660,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7918
1788000660,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.2
1788000660,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.0
1788000720,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,32
1788000720,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.239
1788000720,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7175
1788000720,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.0
1788000720,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.5
1788000780,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39
1788000780,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.286
1788000780,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8357
1788000780,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,51.0
1788000780,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.1
1788000840,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,37
1788000840,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.257
1788000840,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7633
1788000840,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.7
1788000840,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.3
1788000900,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,36
1788000900,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.247
1788000900,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8388
1788000900,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,50.6
1788000900,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.5
1788000960,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,27
1788000960,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.228
1788000960,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6400
1788000960,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.2
1788000960,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.8
1788001020,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41
1788001020,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.31
1788001020,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9273
1788001020,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,52.1
1788001020,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.6
1788001080,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,21
1788001080,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.112
1788001080,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5545
1788001080,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,40.0
1788001080,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.2
1788001140,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,22
1788001140,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.129
1788001140,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5324
1788001140,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.1
1788001140,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.9
1788001200,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,27
1788001200,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.257
1788001200,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7119
1788001200,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.7
1788001200,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.7
1788001260,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,33
1788001260,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.302
1788001260,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7761
1788001260,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,50.0
1788001260,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.0
1788001320,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43
1788001320,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.321
1788001320,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9599
1788001320,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.1
1788001320,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,48.7
1788001380,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,22
1788001380,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.225
1788001380,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5878
1788001380,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.5
1788001380,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42.4
1788001440,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42
1788001440,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.31
1788001440,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9769
1788001440,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,58.5
1788001440,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.6
1788001500,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46
1788001500,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.389
1788001500,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,10433
1788001500,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,57.5
1788001500,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,49.2
1788001560,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,13
1788001560,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.176
1788001560,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,4940
1788001560,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.0
1788001560,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,38.0
1788001620,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42
1788001620,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.353
1788001620,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,10063
1788001620,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,53.7
1788001620,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,49.0
1788001680,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,23
1788001680,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.25
1788001680,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6706
1788001680,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.7
1788001680,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,40.8
1788001740,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,21
1788001740,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.224
1788001740,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6102
1788001740,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.7
1788001740,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.3
1788001800,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,19
1788001800,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.154
1788001800,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5551
1788001800,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.7
1788001800,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.2
1788001860,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,40
1788001860,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.308
1788001860,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8480
1788001860,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,52.1
1788001860,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.6
1788001920,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,24
1788001920,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.182
1788001920,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6071
1788001920,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.0
1788001920,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42.4
1788001980,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,34
1788001980,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.256
1788001980,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8643
1788001980,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.3
1788001980,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.6
1788002040,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,32
1788002040,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.247
1788002040,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7016
1788002040,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.9
1788002040,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.9
1788002100,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,15
1788002100,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.138
1788002100,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,4493
1788002100,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,40.8
1788002100,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,37.9
1788002160,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,11
1788002160,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.152
1788002160,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,4536
1788002160,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,36.7
1788002160,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.9
1788002220,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43
1788002220,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.357
1788002220,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9360
1788002220,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,53.1
1788002220,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.0
1788002280,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,18
1788002280,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.113
1788002280,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,4329
1788002280,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,38.3
1788002280,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.2
1788002340,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,15
1788002340,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.119
1788002340,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5732
1788002340,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.9
1788002340,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42.4
1788002400,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,30
1788002400,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.199
1788002400,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7147
1788002400,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.1
1788002400,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42.3
1788002460,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,19
1788002460,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.205
1788002460,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,5735
1788002460,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.6
1788002460,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.8
1788002520,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,33
1788002520,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.262
1788002520,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8427
1788002520,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.6
1788002520,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.7
1788002580,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,36
1788002580,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.312
1788002580,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8350
1788002580,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,50.2
1788002580,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.4
1788002640,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,37
1788002640,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.295
1788002640,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8096
1788002640,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,53.1
1788002640,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.5
1788002700,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,33
1788002700,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.271
1788002700,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7464
1788002700,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.5
1788002700,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.2
1788002760,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,48
1788002760,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.331
1788002760,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,10033
1788002760,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,59.6
1788002760,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.5
1788002820,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,28
1788002820,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.251
1788002820,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,6491
1788002820,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.0
1788002820,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.2
1788002880,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39
1788002880,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.292
1788002880,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,9239
1788002880,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,56.9
1788002880,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,48.0
1788002940,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45
1788002940,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.381
1788002940,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,10088
1788002940,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,57.5
1788002940,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.5
1788003000,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,37
1788003000,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.272
1788003000,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7965
1788003000,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,49.0
1788003000,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,43.1
1788003060,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,32
1788003060,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.265
1788003060,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,7222
1788003060,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44.4
1788003060,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,42.7
1788003120,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,38
1788003120,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.254
1788003120,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8563
1788003120,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,49.1
1788003120,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.6
1788003180,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,31
1788003180,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.304
1788003180,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8462
1788003180,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.1
1788003180,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,46.1
1788003240,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,17
1788003240,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.084
1788003240,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,4789
1788003240,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,38.7
1788003240,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41.4
1788003300,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,41
1788003300,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.323
1788003300,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,10168
1788003300,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,54.2
1788003300,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,47.7
1788003360,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,44
1788003360,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.294
1788003360,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8971
1788003360,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,56.1
1788003360,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,48.7
1788003420,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,12
1788003420,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.027
1788003420,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,3713
1788003420,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,35.7
1788003420,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,39.1
1788003480,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,34
1788003480,tensor_active_fraction,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,0.248
1788003480,fb_used_mib,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,8270
1788003480,power_usage_w,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,50.4
1788003480,gpu_temp_c,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,45.1
1788003540,gpu_util_pct,downstream-gpu-worker-0,0,NVIDIA L4,suse-ai,29
