timestamp,model,provider,duration_seconds_sum_cumulative,request_count_cumulative
1788004140,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004200,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004260,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004320,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004380,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004440,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004500,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004560,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004620,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004680,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004740,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004800,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004860,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004920,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788004980,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005040,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005100,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005160,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005220,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005280,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005340,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005400,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005460,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005520,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005580,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005640,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005700,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005760,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005820,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005880,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788005940,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788006000,glm-4.7-flash:q4_K_M,ollama,7.6292807,3
1788006060,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006120,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006180,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006240,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006300,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006360,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006420,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006480,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006540,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006600,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006660,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006720,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006780,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006840,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006900,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788006960,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007020,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007080,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007140,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007200,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007260,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007320,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007380,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007440,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007500,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007560,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007620,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007680,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007740,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007800,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007860,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007920,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788007980,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008040,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008100,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008160,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008220,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008280,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008340,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008400,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008460,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008520,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008580,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008640,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008700,glm-4.7-flash:q4_K_M,ollama,13.4718541,4
1788008760,glm-4.7-flash:q4_K_M,ollama,17.1671187,5
1788008820,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788008880,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788008940,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009000,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009060,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009120,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009180,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009240,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009300,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009360,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009420,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009480,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009540,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009600,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009660,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009720,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009780,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009840,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009900,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788009960,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010020,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010080,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010140,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010200,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010260,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010320,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010380,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010440,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010500,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010560,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010620,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010680,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010740,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010800,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010860,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010920,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788010980,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011040,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011100,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011160,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011220,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011280,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011340,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011400,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011460,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011520,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011580,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011640,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011700,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011760,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011820,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011880,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788011940,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012000,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012060,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012120,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012180,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012240,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012300,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012360,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012420,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012480,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012540,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012600,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012660,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012720,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012780,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012840,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012900,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788012960,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013020,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013080,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013140,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013200,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013260,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013320,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013380,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013440,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013500,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013560,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013620,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013680,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013740,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013800,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013860,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013920,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788013980,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014040,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014100,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014160,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014220,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014280,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014340,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014400,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014460,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014520,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014580,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014640,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014700,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014760,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014820,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014880,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788014940,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788015000,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788015060,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788015120,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788015180,glm-4.7-flash:q4_K_M,ollama,18.8491927,6
1788015240,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015300,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015360,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015420,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015480,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015540,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015600,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015660,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015720,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015780,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015840,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015900,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788015960,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016020,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016080,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016140,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016200,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016260,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016320,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016380,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016440,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016500,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016560,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016620,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016680,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016740,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016800,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016860,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016920,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788016980,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017040,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017100,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017160,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017220,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017280,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017340,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017400,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017460,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017520,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017580,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017640,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017700,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017760,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017820,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017880,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788017940,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018000,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018060,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018120,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018180,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018240,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018300,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018360,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018420,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018480,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018540,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018600,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018660,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018720,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018780,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018840,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018900,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788018960,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019020,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019080,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019140,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019200,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019260,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019320,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019380,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019440,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019500,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019560,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019620,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019680,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019740,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019800,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019860,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019920,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788019980,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788020040,glm-4.7-flash:q4_K_M,ollama,24.4670265,7
1788020100,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020160,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020220,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020280,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020340,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020400,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020460,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020520,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020580,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020640,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020700,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020760,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020820,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020880,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788020940,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021000,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021060,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021120,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021180,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021240,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021300,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021360,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021420,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021480,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021540,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021600,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021660,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021720,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021780,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021840,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021900,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788021960,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022020,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022080,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022140,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022200,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022260,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022320,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022380,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022440,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022500,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022560,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022620,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022680,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022740,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022800,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022860,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022920,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788022980,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023040,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023100,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023160,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023220,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023280,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023340,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023400,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023460,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023520,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023580,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023640,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023700,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023760,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023820,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023880,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788023940,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024000,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024060,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024120,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024180,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024240,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024300,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024360,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024420,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
1788024480,glm-4.7-flash:q4_K_M,ollama,28.1183291,8
